id	chr	start	end	tss
C1QTNF12	1	1242446	1246722	1246722
C1QTNF2	5	160347754	160370641	160370641
C1QTNF3	5	34019448	34043832	34043832
C1QTNF3-AMACR	5	33987174	34124528	34124528
C1QTNF4	11	47589667	47594411	47594411
C1QTNF5	11	119338942	119340940	119340940
C1QTNF6	22	37180166	37199385	37199385
C1QTNF7	4	15339818	15446167	15339818
C1QTNF8	16	1088226	1096244	1096244
C1QTNF9	13	24307166	24322535	24307166
C1QTNF9B	13	23891099	23897502	23897502
C1R	12	7080214	7092540	7092540
C1RL	12	7089587	7109238	7109238
C1S	12	6988259	7071032	6988259
C2	6	31897785	31945672	31897785
C20orf141	20	2814987	2815833	2814987
C20orf144	20	33662327	33665619	33662327
C20orf173	20	35523186	35529652	35529652
C20orf194	20	3249305	3407625	3407625
C20orf202	20	1203454	1208279	1203454
C20orf203	20	32631625	32673941	32673941
C20orf204	20	64034344	64039962	64036175
C20orf27	20	3753508	3767781	3767781
C20orf85	20	58150902	58161150	58150902
C20orf96	20	270863	290778	290778
C21orf58	21	46300181	46323875	46323875
C21orf62	21	32790673	32813743	32813743
C21orf91	21	17788974	17819386	17819386
C22orf15	22	23762990	23765863	23762990
C22orf23	22	37943050	37953669	37953669
C22orf31	22	29058672	29061844	29061844
C22orf39	22	19351368	19448232	19448232
C22orf42	22	32149006	32159322	32159303
C2CD2	21	41885112	41954018	41954018
C2CD2L	11	119102198	119118544	119102198
C2CD3	11	74012714	74171210	74171210
C2CD4A	15	62066977	62070917	62066977
C2CD4B	15	62163535	62165285	62165285
C2CD4C	19	405445	409147	409147
C2CD4D	1	151837819	151840557	151840557
C2CD5	12	22448583	22544546	22544546
C2CD6	2	201487421	201619178	201619178
C2orf15	2	99141485	99151487	99141485
C2orf16	2	27537386	27582721	27537386
C2orf42	2	70149880	70248615	70248615
C2orf49	2	105337532	105349211	105337532
C2orf50	2	11133128	11151317	11133128
C2orf66	2	196804415	196810276	196810276
C2orf68	2	85605254	85612066	85612066
C2orf69	2	199911293	199955935	199911293
C2orf72	2	231037523	231049719	231037523
C2orf73	2	54330034	54383742	54330034
C2orf74	2	61145068	61164829	61145068
C2orf76	2	119302225	119366834	119366834
C2orf78	2	73784189	73817147	73784189
C2orf80	2	208165343	208190030	208190030
C2orf81	2	74414176	74421591	74421591
C2orf83	2	227610090	227648606	227648606
C2orf88	2	189879609	190203484	189879609
C2orf92	2	97664217	97703064	97664217
C3	19	6677704	6730562	6730562
C3AR1	12	8056844	8066359	8066359
C3orf14	3	62319015	62336213	62319015
C3orf18	3	50558025	50571027	50571027
C3orf20	3	14675141	14773036	14675141
C3orf22	3	126526999	126558965	126558965
C3orf33	3	155762617	155806278	155806278
C3orf36	3	133928145	133929812	133929812
C3orf38	3	88149959	88168729	88149959
C3orf49	3	63819299	63848636	63819299
C3orf52	3	112086335	112131004	112086335
C3orf56	3	127193131	127198185	127193131
C3orf62	3	49268596	49277232	49277232
C3orf70	3	185076838	185153060	185153060
C3orf80	3	160225496	160228213	160225496
C3orf84	3	49177634	49191858	49191858
C3orf85	3	109118252	109151401	109118252
C4A	6	31982057	32002681	31982057
C4B	6	32014795	32035418	32014795
C4BPA	1	207104233	207144972	207104233
C4BPB	1	207088860	207099993	207088860
C4orf17	4	99511012	99542303	99511012
C4orf19	4	37453925	37623495	37453925
C4orf3	4	119296419	119304445	119304445
C4orf33	4	129093317	129116640	129093317
C4orf36	4	86876205	86892422	86892422
C4orf45	4	158893134	159038760	159038760
C4orf46	4	158666675	158672255	158672255
C4orf47	4	185426249	185449826	185426249
C4orf48	4	2041993	2043970	2041993
C4orf50	4	5897373	6200555	6200555
C4orf51	4	145680146	145771032	145680146
C4orf54	4	99636529	99654648	99654648
C5	9	120952335	121050275	121050275
C5AR1	19	47290023	47322066	47290023
C5AR2	19	47332175	47347329	47332175
C5orf15	5	133955510	133968674	133968674
C5orf22	5	31532287	31555053	31532287
C5orf24	5	134845680	134859735	134845680
C5orf34	5	43486709	43515148	43515148
C5orf38	5	2752131	2755397	2752131
C5orf46	5	147880726	147906538	147906538
C5orf47	5	173973779	174006140	173973779
C5orf49	5	7830378	7851151	7851151
C5orf51	5	41904188	41921636	41904188
C5orf52	5	157671533	157680158	157671533
C5orf58	5	170232447	170252575	170232912
C5orf63	5	127042558	127073492	127073492
C6	5	41142116	41261438	41261438
C6orf118	6	165279664	165309605	165309605
C6orf120	6	169702190	169704856	169702190
C6orf132	6	42101119	42142620	42142620
C6orf136	6	30647039	30653210	30647039
C6orf141	6	49550646	49561907	49550646
C6orf15	6	31111223	31112575	31112575
C6orf163	6	87344813	87365463	87344813
C6orf201	6	4079206	4130951	4079206
C6orf223	6	44000580	44007612	44000580
C6orf226	6	42890265	42890821	42890821
C6orf47	6	31658298	31660778	31660778
C6orf52	6	10671418	10694797	10694797
C6orf58	6	127519455	127591820	127519455
C6orf62	6	24704861	24719998	24719998
C6orf89	6	36871870	36928964	36871870
C7	5	40909497	40984643	40909497
C7orf25	7	42908726	42912305	42912305
C7orf26	7	6590021	6608726	6590021
C7orf31	7	25134692	25180356	25180356
C7orf33	7	148590766	148615860	148590766
C7orf50	7	996986	1138260	1138260
C7orf57	7	48035511	48061304	48035511
C7orf61	7	100456620	100464260	100464260
C8A	1	56854797	56918223	56854797
C8B	1	56929207	56966140	56966140
C8G	9	136945185	136946975	136945243
C8orf33	8	145052465	145066685	145052467
C8orf34	8	68330955	68819023	68330955
C8orf37	8	95244913	95269201	95269201
C8orf44	8	66667552	66685564	66667552
C8orf44-SGK3	8	66667596	66860472	66667596
C8orf48	8	13566869	13568288	13566869
C8orf58	8	22599599	22604150	22599599
C8orf74	8	10672628	10700590	10672628
C8orf76	8	123219967	123241377	123241377
C8orf82	8	144525733	144529132	144529132
C8orf88	8	90958471	90985238	90985238
C8orf89	8	73241329	73259502	73259502
C9	5	39284140	39424868	39424868
C9orf116	9	135495181	135501734	135501734
C9orf131	9	35041095	35045986	35041095
C9orf135	9	69820817	69906227	69820817
C9orf152	9	110190048	110208189	110208189
C9orf153	9	86220265	86259657	86259657
C9orf16	9	128160265	128163924	128160265
C9orf24	9	34379019	34397810	34397810
C9orf40	9	74946583	74952912	74952912
C9orf43	9	113410054	113429690	113410054
C9orf50	9	129612225	129620776	129620776
C9orf57	9	72051376	72072721	72072721
C9orf64	9	83938311	83956986	83956986
C9orf72	9	27535640	27573866	27573866
C9orf78	9	129827290	129835863	129835863
C9orf85	9	71911510	71986054	71911510
CA1	8	85327608	85379014	85379014
CA10	17	51630313	52160017	52160017
CA11	19	48637946	48646187	48646187
CA12	15	63321378	63381846	63381846
CA13	8	85220587	85284073	85220587
CA14	1	150257251	150265078	150257251
CA2	8	85463968	85481493	85463968
CA3	8	85373436	85449040	85373436
CA4	17	60149942	60170899	60149942
CA5A	16	87881546	87936580	87936580
CA5B	X	15688830	15788411	15688830
CA6	1	8945867	8975092	8945867
CA7	16	66844414	66854153	66844414
CA8	8	60185412	60281400	60281400
CA9	9	35673918	35681159	35673918
CAAP1	9	26840685	26892803	26892803
CAB39	2	230712842	230821075	230712842
CAB39L	13	49308650	49444064	49444064
CABCOCO1	10	61662961	61766766	61662961
CABIN1	22	24011192	24178628	24011192
CABLES1	18	23134564	23260467	23134564
CABLES2	20	62388632	62407285	62407285
CABP1	12	120640552	120667324	120640552
CABP2	11	67518912	67524517	67524517
CABP4	11	67452406	67460313	67452406
CABP5	19	48029383	48044079	48044079
CABP7	22	29720003	29731833	29720003
CABS1	4	70334981	70337116	70334981
CABYR	18	24138956	24161603	24138956
CACFD1	9	133459965	133470848	133459965
CACHD1	1	64470129	64693058	64470129
CACNA1A	19	13206442	13633025	13633025
CACNA1B	9	137877782	138124624	137877782
CACNA1C	12	1970786	2697950	1970786
CACNA1D	3	53328963	53813733	53328963
CACNA1E	1	181317690	181808084	181317690
CACNA1F	X	49205063	49233371	49233371
CACNA1G	17	50560715	50627474	50560715
CACNA1H	16	1153106	1221771	1153106
CACNA1I	22	39570753	39689735	39570753
CACNA1S	1	201039512	201112451	201112451
CACNA2D1	7	81946444	82443777	82443777
CACNA2D2	3	50362799	50504244	50504244
CACNA2D3	3	54122547	55074557	54122547
CACNA2D4	12	1791963	1918666	1918652
CACNB1	17	39173453	39197703	39197703
CACNB2	10	18140424	18543557	18140424
CACNB3	12	48813794	48828941	48814432
CACNB4	2	151832768	152099475	152099475
CACNG1	17	67044554	67056797	67044554
CACNG2	22	36563921	36703558	36703558
CACNG3	16	24256335	24362412	24256335
CACNG4	17	66964707	67033398	66964707
CACNG5	17	66835117	66894751	66835117
CACNG6	19	53992288	54012669	53992288
CACNG7	19	53909335	53943941	53909335
CACNG8	19	53963040	53990215	53963040
CACTIN	19	3610645	3626815	3626815
CACUL1	10	118674167	118755249	118755249
CACYBP	1	174999163	175012027	174999163
CAD	2	27217369	27243943	27217369
CADM1	11	115169218	115504957	115504957
CADM2	3	84958981	86074429	84958981
CADM3	1	159171609	159203313	159171609
CADM4	19	43622368	43639850	43639850
CADPS	3	62398346	62875416	62875416
CADPS2	7	122318411	122886759	122886759
CAGE1	6	7326656	7389742	7389742
CALB1	8	90058608	90095475	90095475
CALB2	16	71358713	71390436	71358713
CALCA	11	14966668	14972354	14972354
CALCB	11	14904997	15082342	14904997
CALCOCO1	12	53708517	53727745	53727745
CALCOCO2	17	48831018	48866522	48831026
CALCR	7	93424486	93574730	93574730
CALCRL	2	187341964	187448460	187448460
CALD1	7	134744252	134970729	134744252
CALHM1	10	103453240	103458900	103458900
CALHM2	10	103446786	103452402	103452402
CALHM3	10	103472804	103479240	103479240
CALHM4	6	116529013	116558868	116529013
CALHM5	6	116511639	116524788	116511639
CALHM6	6	116461370	116463771	116461370
CALM1	14	90396502	90408268	90396502
CALM2	2	47160083	47176921	47176921
CALM3	19	46601074	46610782	46601074
CALML3	10	5524961	5526771	5524961
CALML4	15	68190705	68206110	68206110
CALML5	10	5498697	5499570	5499570
CALML6	1	1915108	1917296	1915108
CALN1	7	71779491	72447151	72447151
CALR	19	12938578	12944489	12938609
CALR3	19	16479061	16496167	16496167
CALU	7	128739292	128773400	128739292
CALY	10	133324072	133336935	133336935
CAMK1	3	9757347	9769992	9769992
CAMK1D	10	12349547	12835545	12349547
CAMK1G	1	209583714	209613939	209583714
CAMK2A	5	150219491	150290291	150290291
CAMK2B	7	44217150	44334577	44334577
CAMK2D	4	113451032	113761927	113761927
CAMK2G	10	73812501	73874591	73874591
CAMK2N1	1	20482391	20486210	20486210
CAMK2N2	3	184259213	184261553	184261553
CAMK4	5	111223653	111494886	111223653
CAMKK1	17	3860315	3894891	3893053
CAMKK2	12	121237675	121298308	121298308
CAMKMT	2	44361947	44772592	44361947
CAMKV	3	49857988	49869935	49869935
CAMLG	5	134738548	134752157	134738548
CAMP	3	48223347	48225491	48223347
CAMSAP1	9	135808487	135907546	135907546
CAMSAP2	1	200739558	200860704	200739558
CAMSAP3	19	7595863	7618304	7595863
CAMTA1	1	6785454	7769706	6785454
CAMTA2	17	4967992	4987675	4987675
CAND1	12	67269358	67319953	67269358
CAND2	3	12796472	12871916	12796472
CANT1	17	78991716	79009867	79009867
CANX	5	179678628	179731641	179678628
CAP1	1	40040233	40072649	40040233
CAP2	6	17393505	17557790	17393505
CAPG	2	85394753	85418432	85418432
CAPN1	11	65180566	65212006	65180566
CAPN10	2	240586734	240617705	240586734
CAPN11	6	44158811	44184401	44158811
CAPN12	19	38730187	38769904	38769904
CAPN13	2	30722771	30820542	30820542
CAPN14	2	31173056	31233858	31233858
CAPN15	16	527712	554636	527712
CAPN2	1	223701593	223776018	223701593
CAPN3	15	42359498	42412949	42359498
CAPN5	11	77066961	77126155	77066961
CAPN6	X	111245099	111270483	111270483
CAPN7	3	15206152	15252916	15206152
CAPN8	1	223538007	223665723	223665723
CAPN9	1	230747384	230802003	230747384
CAPNS1	19	36139953	36150353	36139953
CAPNS2	16	55566684	55567687	55566684
CAPRIN1	11	34051731	34102610	34051731
CAPRIN2	12	30709552	30754951	30754951
CAPS	19	5912339	5916211	5912339
CAPS2	12	75275979	75390928	75390928
CAPSL	5	35904288	35938779	35938779
CAPZA1	1	112619805	112671616	112619805
CAPZA2	7	116811070	116922049	116811070
CAPZA3	12	18738119	18739188	18738119
CAPZB	1	19338775	19485539	19485539
CARD10	22	37490362	37519542	37519542
CARD11	7	2906141	3043945	3043945
CARD14	17	80169992	80209331	80169992
CARD16	11	105041326	105101431	105101431
CARD17	11	105092469	105101431	105101431
CARD18	11	105137714	105531697	105531697
CARD19	9	93096217	93113283	93096217
CARD6	5	40841308	40860175	40841308
CARD8	19	48180770	48255946	48255946
CARD9	9	136361903	136373681	136373681
CARF	2	202912214	202988263	202912214
CARHSP1	16	8852942	8869012	8869012
CARM1	19	10871553	10923075	10871553
CARMIL1	6	25279078	25620530	25279078
CARMIL2	16	67644988	67657569	67644988
CARMIL3	14	24052009	24069729	24052009
CARNMT1	9	74980790	75028423	75028423
CARNS1	11	67414968	67425607	67414968
CARS1	11	3000922	3057613	3057613
CARS2	13	110641412	110713603	110713603
CARTPT	5	71719275	71721048	71719275
CASC1	12	25108289	25195162	25195162
CASC3	17	40140318	40172171	40140537
CASD1	7	94509219	94557019	94509219
CASK	X	41514934	41923517	41923517
CASKIN1	16	2177180	2196605	2196605
CASKIN2	17	75500261	75515537	75515537
CASP1	11	105025443	105035250	105035250
CASP10	2	201182898	201229406	201182898
CASP14	19	15049480	15058293	15049480
CASP2	7	143288215	143307696	143288215
CASP3	4	184627696	184649509	184649509
CASP4	11	104942866	104969366	104969366
CASP5	11	104994235	105023168	105023168
CASP6	4	109688622	109703583	109703583
CASP7	10	113679162	113730907	113679162
CASP8	2	201233443	201287711	201233443
CASP8AP2	6	89829894	89874436	89829894
CASP9	1	15490832	15526534	15526534
CASQ1	1	160190575	160201886	160190575
CASQ2	1	115700021	115768714	115768714
CASR	3	122183668	122291629	122183668
CASS4	20	56412112	56460387	56412112
CAST	5	96525267	96779595	96525267
CASTOR1	22	30285117	30289622	30289622
CASTOR2	7	74964705	75031528	74964705
CASZ1	1	10636604	10796650	10796650
CAT	11	34438934	34472060	34438934
CATIP	2	218356857	218368099	218356857
CATSPER1	11	66016752	66026479	66026479
CATSPER2	15	43628503	43668118	43668118
CATSPER3	5	134967907	135011696	134967907
CATSPER4	1	26190561	26202968	26190561
CATSPERB	14	91580696	91780707	91780707
CATSPERD	19	5720637	5778734	5720637
CATSPERE	1	244454377	244641177	244454377
CATSPERG	19	38335775	38370943	38335775
CATSPERZ	11	64300358	64304770	64300358
CAV1	7	116525001	116561184	116525001
CAV2	7	116287380	116508541	116287380
CAV3	3	8733802	8841808	8733802
CAVIN1	17	42402449	42423256	42423256
CAVIN2	2	191834310	191847088	191847088
CAVIN3	11	6318946	6320532	6320532
CAVIN4	9	100578079	100588389	100578079
CBARP	19	1228287	1238027	1238027
CBFA2T2	20	33490075	33650036	33490075
CBFA2T3	16	88874858	88977207	88977207
CBFB	16	67028984	67101058	67028984
CBL	11	119206298	119313926	119206298
CBLB	3	105655461	105869552	105869552
CBLC	19	44777869	44800652	44777869
CBLIF	11	59829273	59845499	59845499
CBLL1	7	107743949	107761667	107744142
CBLL2	X	22272913	22274461	22272913
CBLN1	16	49277917	49281838	49281838
CBLN2	18	72536680	72638521	72638521
CBLN3	14	24426545	24430954	24430954
CBLN4	20	55997357	56005519	56005519
CBR1	21	36069941	36073166	36069941
CBR3	21	36135079	36146562	36135079
CBR4	4	168863770	169010275	169010275
CBS	21	43053191	43076943	43076943
CBSL	21	6444869	6468040	6468040
CBWD1	9	121038	179147	179147
CBWD2	2	113437691	113496204	113437691
CBWD3	9	68232003	68300035	68232003
CBWD5	9	65668805	65734041	65668805
CBWD6	9	41131306	41199261	41199261
CBX1	17	48070052	48101478	48101478
CBX2	17	79778148	79787983	79778148
CBX3	7	26201162	26213607	26201162
CBX4	17	79833156	79839440	79839440
CBX5	12	54230942	54280133	54280133
CBX6	22	38861422	38872249	38872216
CBX7	22	39120167	39152680	39152680
CBX8	17	79792132	79801683	79801683
CBY1	22	38656636	38673854	38656640
CBY2	13	45702320	45714559	45702320
CBY3	5	179678560	179681034	179681034
CC2D1A	19	13906201	13930879	13906201
CC2D1B	1	52345723	52366193	52366193
CC2D2A	4	15469865	15601552	15469865
CC2D2B	10	95907603	96033745	95907603
CCAR1	10	68721012	68792377	68721012
CCAR2	8	22604632	22621514	22604632
CCBE1	18	59430939	59697662	59697662
CCDC102A	16	57512181	57536571	57536571
CCDC102B	18	68715209	69055189	68715209
CCDC103	17	44899142	44905390	44899142
CCDC105	19	15010726	15023276	15010726
CCDC106	19	55641062	55653161	55641062
CCDC107	9	35658290	35661511	35658290
CCDC110	4	185445182	185471752	185471752
CCDC112	5	115267190	115296693	115296693
CCDC113	16	58231157	58283836	58231157
CCDC114	19	48296457	48321971	48321971
CCDC115	2	130337933	130342699	130342699
CCDC116	22	21632716	21637329	21632716
CCDC117	22	28772674	28789301	28772674
CCDC12	3	46921726	46982010	46982010
CCDC120	X	49053572	49069857	49053572
CCDC121	2	27625639	27629012	27629012
CCDC122	13	43823909	43879740	43879740
CCDC124	19	17933015	17943991	17933015
CCDC125	5	69280175	69332809	69332809
CCDC126	7	23597382	23644708	23597382
CCDC127	5	196868	218153	218153
CCDC13	3	42705756	42773253	42773253
CCDC130	19	13731760	13763296	13731760
CCDC134	22	41800679	41826299	41800679
CCDC136	7	128790757	128822132	128790757
CCDC137	17	81666737	81673904	81666737
CCDC138	2	108786757	108885477	108786757
CCDC14	3	123897305	123961408	123961408
CCDC141	2	178829757	179050086	179050086
CCDC142	2	74471986	74483408	74483408
CCDC144A	17	16689537	16777881	16689537
CCDC146	7	77122434	77329533	77122434
CCDC148	2	158171073	158456753	158456753
CCDC149	4	24806117	24980204	24980148
CCDC15	11	124954121	125041489	124954121
CCDC150	2	196639554	196763490	196639554
CCDC151	19	11420604	11435782	11435782
CCDC152	5	42756818	42802439	42756818
CCDC153	11	119189638	119196769	119196769
CCDC154	16	1434383	1444556	1444556
CCDC157	22	30356635	30378658	30356635
CCDC158	4	76312997	76421868	76421868
CCDC159	19	11344684	11354944	11344684
CCDC160	X	134237047	134246207	134237047
CCDC163	1	45493866	45500079	45500079
CCDC166	8	143706694	143708109	143708109
CCDC167	6	37482938	37499893	37499893
CCDC168	13	102729367	102759072	102759072
CCDC169	13	36222008	36297840	36297840
CCDC169-SOHLH2	13	36168794	36297842	36297842
CCDC17	1	45620044	45624057	45624057
CCDC170	6	151494017	151621193	151494017
CCDC171	9	15553043	16061663	15553043
CCDC172	10	116324448	116380029	116324448
CCDC173	2	169645425	169694405	169694405
CCDC174	3	14651746	14672659	14651746
CCDC175	14	59504539	59576812	59576812
CCDC177	14	69569799	69574871	69574871
CCDC178	18	32937402	33441101	33441101
CCDC179	11	22846922	22860474	22860474
CCDC18	1	93179919	93278730	93179919
CCDC180	9	97307304	97378751	97307361
CCDC181	1	169394870	169460669	169460669
CCDC182	17	57744495	57745299	57745299
CCDC183	9	136796338	136807741	136796338
CCDC184	12	48183644	48185926	48183644
CCDC185	1	223393415	223395465	223393415
CCDC186	10	114120862	114174232	114174232
CCDC187	9	136249973	136306901	136306901
CCDC188	22	20148416	20151055	20151055
CCDC189	16	30757423	30762221	30762085
CCDC190	1	162824458	162868815	162868815
CCDC191	3	113964137	114056594	114056594
CCDC192	5	127703389	127941634	127703389
CCDC194	19	17390509	17394158	17394158
CCDC195	2	224703764	224716365	224716365
CCDC196	14	66411704	66498677	66411704
CCDC197	14	93987225	94008863	93987225
CCDC198	14	57469300	57493867	57493867
CCDC200	17	43216941	43305397	43305397
CCDC201	7	45859994	45873082	45873082
CCDC22	X	49235470	49250520	49235470
CCDC24	1	43991359	43996528	43991359
CCDC25	8	27733316	27772653	27772653
CCDC27	1	3746460	3771645	3752445
CCDC28A	6	138773509	138793319	138773509
CCDC28B	1	32200595	32205387	32200595
CCDC3	10	12896625	13099652	13099652
CCDC30	1	42463221	42657190	42463221
CCDC32	15	40528683	40565057	40565057
CCDC33	15	74202705	74336472	74202705
CCDC34	11	27330827	27363234	27363234
CCDC38	12	95867048	95942635	95942635
CCDC39	3	180602858	180684942	180684907
CCDC40	17	80036632	80100613	80036632
CCDC42	17	8729935	8745219	8745219
CCDC43	17	44673069	44689779	44689779
CCDC47	17	63745255	63776351	63776351
CCDC50	3	191329085	191398659	191329085
CCDC51	3	48432164	48440456	48440456
CCDC54	3	107377439	107378635	107377439
CCDC57	17	82101460	82212830	82212830
CCDC58	3	122359591	122383231	122383231
CCDC59	12	82223681	82358805	82358786
CCDC6	10	59788747	59906556	59906556
CCDC60	12	119334712	119541040	119334712
CCDC61	19	45995461	46021318	45995461
CCDC62	12	122774526	122827528	122774526
CCDC63	12	110846769	110907535	110846769
CCDC65	12	48904110	48931840	48904110
CCDC66	3	56557161	56621837	56557161
CCDC68	18	54901509	54959461	54959461
CCDC69	5	151181052	151224093	151224093
CCDC7	10	32446140	32882874	32446140
CCDC70	13	51861981	51866232	51861981
CCDC71	3	49162535	49166331	49166331
CCDC71L	7	106654360	106661158	106661158
CCDC73	11	32602246	32794658	32794658
CCDC74A	2	131527675	131533666	131527833
CCDC74B	2	130139287	130145134	130145134
CCDC77	12	389273	442642	389273
CCDC78	16	722582	726954	726846
CCDC8	19	46410329	46413564	46413564
CCDC80	3	112596797	112649530	112649530
CCDC81	11	86374736	86423109	86374736
CCDC82	11	96352769	96389956	96389956
CCDC83	11	85855101	85920021	85855101
CCDC84	11	118998138	119015793	118998138
CCDC85A	2	56183990	56386172	56183990
CCDC85B	11	65890673	65891635	65890673
CCDC85C	14	99500190	99604207	99604207
CCDC86	11	60842113	60851081	60842113
CCDC87	11	66590176	66593063	66593063
CCDC88A	2	55287842	55419895	55419895
CCDC88B	11	64340204	64357534	64340204
CCDC88C	14	91271323	91417844	91417844
CCDC89	11	85683848	85686195	85686195
CCDC9	19	47255980	47273701	47255980
CCDC90B	11	83259097	83286407	83286407
CCDC91	12	28133249	28581511	28133249
CCDC92	12	123918660	123972831	123972831
CCDC93	2	117915478	118014133	118014133
CCDC96	4	7040849	7043001	7043001
CCDC97	19	41310172	41324873	41310172
CCDC9B	15	40331452	40340967	40340967
CCER1	12	90905622	90955176	90955176
CCER2	19	38908980	38912158	38912158
CCHCR1	6	31142439	31158238	31158238
CCIN	9	36169388	36171334	36169388
CCK	3	42257825	42266185	42266185
CCKAR	4	26481396	26490484	26490484
CCKBR	11	6259806	6272127	6259806
CCL1	17	34360328	34363233	34363233
CCL11	17	34285742	34288334	34285742
CCL13	17	34356480	34358610	34356480
CCL14	17	35983288	35987004	35987004
CCL15	17	35996440	36001553	36001553
CCL15-CCL14	17	35983656	36001621	36001621
CCL16	17	35976493	35981497	35981497
CCL17	16	57404767	57416063	57404767
CCL18	17	36064272	36072032	36064272
CCL19	9	34689570	34691276	34691276
CCL2	17	34255218	34257203	34255218
CCL20	2	227805739	227817564	227805739
CCL21	9	34709005	34710136	34710136
CCL22	16	57358783	57366189	57358783
CCL23	17	36013056	36017972	36017972
CCL24	7	75810825	75823356	75823356
CCL25	19	8052767	8062650	8052767
CCL26	7	75769533	75789896	75789896
CCL27	9	34661880	34664048	34664048
CCL28	5	43376645	43412391	43412391
CCL3	17	36088256	36090169	36090143
CCL3L1	17	36194869	36196758	36196758
CCL3L3	17	36194869	36196758	36196758
CCL4	17	36103827	36105621	36103827
CCL4L2	17	36210924	36212878	36210924
CCL5	17	35871491	35880793	35880793
CCL7	17	34270221	34272242	34270221
CCL8	17	34319435	34321402	34319435
CCM2	7	44999475	45076469	44999475
CCM2L	20	32010438	32032180	32010438
CCN1	1	85580761	85584589	85580761
CCN2	6	131948176	131951372	131951372
CCN3	8	119416446	119424434	119416446
CCN4	8	133191039	133231690	133191039
CCN5	20	44714844	44728509	44714844
CCN6	6	112054075	112069686	112054075
CCNA1	13	36431520	36442870	36431520
CCNA2	4	121816444	121823883	121823883
CCNB1	5	69167135	69178245	69167135
CCNB1IP1	14	20311368	20333312	20333312
CCNB2	15	59105126	59125045	59105146
CCNB3	X	50202713	50351914	50202713
CCNC	6	99542387	99568825	99568825
CCND1	11	69641156	69654474	69641156
CCND2	12	4269771	4305353	4269771
CCND3	6	41934934	42050357	42050357
CCNDBP1	15	43185118	43197177	43185328
CCNE1	19	29811991	29824312	29811991
CCNE2	8	94879770	94896678	94896678
CCNF	16	2429394	2458854	2429394
CCNG1	5	163437569	163446151	163437569
CCNG2	4	77157207	77433388	77157207
CCNH	5	87318416	87412930	87412930
CCNI	4	77047155	77076309	77076309
CCNI2	5	132747426	132754403	132747426
CCNJ	10	96043394	96060870	96043394
CCNJL	5	160249083	160345396	160345396
CCNK	14	99481169	99535044	99481169
CCNL1	3	157146508	157160760	157160760
CCNL2	1	1385711	1399335	1399335
CCNO	5	55231152	55233608	55233608
CCNP	19	40222208	40226697	40226697
CCNQ	X	153587925	153600045	153600045
CCNT1	12	48688458	48716998	48716998
CCNT2	2	134918235	134959342	134918235
CCNY	10	35247025	35572669	35247025
CCNYL1	2	207711540	207761839	207711540
CCP110	16	19523811	19553408	19523811
CCPG1	15	55340032	55408510	55408510
CCR1	3	46201711	46208313	46208313
CCR10	17	42678889	42683917	42683917
CCR2	3	46353744	46360940	46353744
CCR3	3	46163604	46266706	46163604
CCR4	3	32951644	32956349	32951644
CCR5	3	46370854	46376206	46370854
CCR6	6	167111807	167139696	167111807
CCR7	17	40553769	40565472	40565472
CCR8	3	39329709	39333680	39329709
CCR9	3	45886504	45903175	45886504
CCRL2	3	46407166	46412997	46407166
CCS	11	66593153	66606019	66593185
CCSAP	1	229321011	229343294	229343294
CCSER1	4	90127535	91601913	90127535
CCSER2	10	84328586	84518521	84328586
CCT2	12	69585426	69601570	69585459
CCT3	1	156308968	156367873	156367873
CCT4	2	61868085	61888671	61888671
CCT5	5	10249929	10266389	10249929
CCT6A	7	56051685	56063989	56051685
CCT6B	17	34927859	34981078	34981078
CCT7	2	73233420	73253021	73233420
CCT8	21	29055805	29073797	29073797
CCT8L2	22	16590751	16592810	16592810
CCZ1	7	5898725	5926550	5898733
CCZ1B	7	6794134	6826770	6826770
CD101	1	117001750	117036476	117001750
CD109	6	73695785	73828316	73695785
CD14	5	140631728	140633701	140633701
CD151	11	832887	839831	832887
CD160	1	145719471	145739288	145719471
CD163	12	7470813	7503893	7503893
CD163L1	12	7346685	7479897	7479897
CD164	6	109366514	109382467	109382467
CD164L2	1	27379176	27383333	27383333
CD177	19	43353686	43363172	43353686
CD180	5	67179613	67196799	67196799
CD19	16	28931965	28939342	28931968
CD1A	1	158254424	158258269	158254424
CD1B	1	158327951	158331531	158331531
CD1C	1	158289923	158294774	158289923
CD1D	1	158178030	158186427	158178030
CD1E	1	158353696	158357553	158353696
CD2	1	116754430	116769229	116754430
CD200	3	112332347	112362812	112332347
CD200R1	3	112921205	112975103	112975103
CD200R1L	3	112815709	112846856	112846856
CD207	2	70830211	70835816	70835816
CD209	19	7739993	7747564	7747564
CD22	19	35319261	35347361	35319261
CD226	18	69831158	69961803	69961803
CD24	6	106969831	106975627	106975627
CD244	1	160830160	160862887	160862887
CD247	1	167430640	167518610	167518610
CD248	11	66314494	66317044	66317044
CD27	12	6444867	6451718	6444867
CD274	9	5450503	5470566	5450503
CD276	15	73683966	73714514	73683966
CD28	2	203706475	203738912	203706475
CD2AP	6	47477789	47627263	47477789
CD2BP2	16	30350773	30355308	30355308
CD300A	17	74466399	74484794	74466399
CD300C	17	74541073	74546115	74546115
CD300E	17	74609885	74623738	74623738
CD300LB	17	74521174	74531475	74531475
CD300LD	17	74579365	74592283	74592283
CD300LF	17	74694311	74712978	74712978
CD300LG	17	43847148	43863639	43847148
