chr,start,end,W statistics,q-value,threshold,indicator
1,2063216,2068216,0.147465922682945,0.850406504065041,Inf,FALSE
1,2063216,2073216,0.335676507671252,0.850406504065041,Inf,FALSE
1,2064216,2065216,0,1,Inf,FALSE
1,2065579,2065579,0,1,Inf,FALSE
1,2065716,2070716,0.223293969680861,0.850406504065041,Inf,FALSE
1,2066990,2066990,0.314991100026135,0.850406504065041,Inf,FALSE
1,2067708,2067708,0,1,Inf,FALSE
1,2068216,2073216,0,1,Inf,FALSE
1,2068216,2078216,0,1,Inf,FALSE
1,2070716,2075716,0,1,Inf,FALSE
1,2073216,2078216,0,1,Inf,FALSE
1,2073216,2083216,0,1,Inf,FALSE
1,2073742,2073742,0,1,Inf,FALSE
1,2075716,2080716,0,1,Inf,FALSE
1,2076055,2076055,0,1,Inf,FALSE
1,2078216,2083216,0,1,Inf,FALSE
1,2078216,2088216,0,1,Inf,FALSE
1,2082868,2082868,0,1,Inf,FALSE
1,2083216,2093216,0.463049534882587,0.850406504065041,Inf,FALSE
1,2085716,2090716,0,1,Inf,FALSE
1,2088216,2093216,0.6374877724633,0.850406504065041,Inf,FALSE
1,2088216,2098216,0,1,Inf,FALSE
1,2088716,2089716,0,1,Inf,FALSE
1,2090716,2095716,0.889752926789162,0.850406504065041,Inf,FALSE
1,2091762,2091762,1.03707118172203,0.850406504065041,Inf,FALSE
1,2093216,2098216,0,1,Inf,FALSE
1,2093216,2103216,0,1,Inf,FALSE
1,2093716,2094716,0,1,Inf,FALSE
1,2098216,2108216,0,1,Inf,FALSE
1,2100716,2105716,0,1,Inf,FALSE
1,2103216,2108216,0,1,Inf,FALSE
1,2103216,2113216,0,1,Inf,FALSE
1,2104908,2104908,0,1,Inf,FALSE
1,2105716,2110716,0,1,Inf,FALSE
1,2108216,2113216,0,1,Inf,FALSE
1,2108216,2118216,0,1,Inf,FALSE
1,2110216,2111216,0,1,Inf,FALSE
1,2110716,2115716,0,1,Inf,FALSE
1,2113216,2118216,0,1,Inf,FALSE
1,2114271,2114271,0,1,Inf,FALSE
1,2114716,2115716,0,1,Inf,FALSE
1,2115716,2120716,0,1,Inf,FALSE
1,2116716,2117716,0,1,Inf,FALSE
1,2118216,2128216,0,1,Inf,FALSE
1,2122961,2122961,0.519778589603963,0.850406504065041,Inf,FALSE
1,2123216,2133216,0.482800346048298,0.850406504065041,Inf,FALSE
1,2125716,2130716,0,1,Inf,FALSE
1,2128216,2133216,0.487059776275556,0.850406504065041,Inf,FALSE
1,2128216,2138216,0,1,Inf,FALSE
1,2128225,2128225,0,1,Inf,FALSE
1,2130716,2135716,0.415567409946488,0.850406504065041,Inf,FALSE
1,2131716,2132716,1.04689609757668,0.850406504065041,Inf,FALSE
1,2133216,2138216,0,1,Inf,FALSE
1,2133216,2143216,0,1,Inf,FALSE
1,2135216,2136216,0,1,Inf,FALSE
1,2135716,2140716,0,1,Inf,FALSE
1,2138216,2143216,0.199192767764577,0.850406504065041,Inf,FALSE
1,2138216,2148216,0,1,Inf,FALSE
1,2140216,2141216,0.201884597262236,0.850406504065041,Inf,FALSE
1,2140716,2141716,0,1,Inf,FALSE
1,2140716,2145716,0,1,Inf,FALSE
1,2143216,2148216,0,1,Inf,FALSE
1,2143216,2153216,0,1,Inf,FALSE
1,2144216,2145216,0,1,Inf,FALSE
1,2145216,2146216,0,1,Inf,FALSE
1,2148216,2153216,0,1,Inf,FALSE
1,2148216,2158216,0,1,Inf,FALSE
1,2149682,2149682,0,1,Inf,FALSE
1,2150716,2155716,0,1,Inf,FALSE
1,2151216,2152216,0.428830450208592,0.850406504065041,Inf,FALSE
1,2152216,2153216,0,1,Inf,FALSE
1,2153216,2158216,0,1,Inf,FALSE
1,2153216,2163216,0,1,Inf,FALSE
1,2155210,2155210,0,1,Inf,FALSE
1,2155716,2156716,0,1,Inf,FALSE
1,2155716,2160716,0,1,Inf,FALSE
1,2158216,2168216,0,1,Inf,FALSE
1,2160390,2160390,0,1,Inf,FALSE
1,2160661,2160661,0,1,Inf,FALSE
1,2160716,2165716,0,1,Inf,FALSE
1,2161490,2161490,0,1,Inf,FALSE
1,2163216,2168216,0,1,Inf,FALSE
1,2164935,2164935,0,1,Inf,FALSE
1,2165716,2170716,0,1,Inf,FALSE
1,2168216,2178216,0.295974312825876,0.850406504065041,Inf,FALSE
1,2168359,2168359,0,1,Inf,FALSE
1,2169829,2169829,0.495608869894267,0.850406504065041,Inf,FALSE
1,2173216,2183216,0.51654297103878,0.850406504065041,Inf,FALSE
1,2178216,2188216,0,1,Inf,FALSE
1,2180528,2180528,0.513689444058285,0.850406504065041,Inf,FALSE
1,2183216,2193216,0,1,Inf,FALSE
1,2188216,2193216,0,1,Inf,FALSE
1,2188216,2198216,0,1,Inf,FALSE
1,2188566,2188566,0,1,Inf,FALSE
1,2188679,2188679,1.4440223059433,0.850406504065041,Inf,FALSE
1,2190716,2195716,0,1,Inf,FALSE
1,2193216,2198216,0,1,Inf,FALSE
1,2193216,2203216,0,1,Inf,FALSE
1,2195716,2196716,0,1,Inf,FALSE
1,2195716,2200716,0,1,Inf,FALSE
1,2198216,2203216,0,1,Inf,FALSE
1,2198216,2208216,0,1,Inf,FALSE
1,2200716,2205716,0,1,Inf,FALSE
1,2201216,2202216,0,1,Inf,FALSE
1,2202716,2203716,0,1,Inf,FALSE
1,2203216,2204216,0,1,Inf,FALSE
1,2203216,2208216,0,1,Inf,FALSE
1,2203216,2213216,0,1,Inf,FALSE
1,2204716,2205716,2.23289623252274,0.850406504065041,Inf,FALSE
1,2205716,2210716,0,1,Inf,FALSE
1,2208216,2213216,0,1,Inf,FALSE
1,2208216,2218216,0,1,Inf,FALSE
1,2209216,2210216,0,1,Inf,FALSE
1,2210716,2215716,0,1,Inf,FALSE
1,2216943,2217943,0,1,Inf,FALSE
1,2216943,2221943,0,1,Inf,FALSE
1,2216943,2226943,0,1,Inf,FALSE
1,2218034,2218034,0,1,Inf,FALSE
1,2219443,2224443,2.48547425106654,0.850406504065041,Inf,FALSE
1,2219880,2219880,0,1,Inf,FALSE
1,2221838,2221838,0.635802063646635,0.850406504065041,Inf,FALSE
1,2221943,2226943,0,1,Inf,FALSE
1,2221943,2231943,0,1,Inf,FALSE
1,2221975,2221975,0,1,Inf,FALSE
1,2222560,2222560,0,1,Inf,FALSE
1,2222943,2223943,2.68560860067543,0.850406504065041,Inf,FALSE
1,2223443,2224443,2.43536716721635,0.850406504065041,Inf,FALSE
1,2223943,2224943,0,1,Inf,FALSE
1,2224367,2224367,0,1,Inf,FALSE
1,2224443,2225443,0,1,Inf,FALSE
1,2224443,2229443,0,1,Inf,FALSE
1,2224943,2225943,0,1,Inf,FALSE
1,2225443,2226443,0,1,Inf,FALSE
1,2225943,2226943,0,1,Inf,FALSE
1,2226443,2227443,0,1,Inf,FALSE
1,2226943,2231943,0,1,Inf,FALSE
1,2226943,2236943,0,1,Inf,FALSE
1,2227675,2227675,0,1,Inf,FALSE
1,2227943,2228943,0,1,Inf,FALSE
1,2228443,2229443,0,1,Inf,FALSE
1,2228943,2229943,0.450917721710685,0.850406504065041,Inf,FALSE
1,2229156,2229156,0.25448706035046,0.850406504065041,Inf,FALSE
1,2229443,2230443,0,1,Inf,FALSE
1,2229443,2234443,0,1,Inf,FALSE
1,2231443,2232443,0,1,Inf,FALSE
1,2231943,2232943,0.227143674367513,0.850406504065041,Inf,FALSE
1,2231943,2236943,0,1,Inf,FALSE
1,2231943,2241943,0.111726035681082,0.850406504065041,Inf,FALSE
1,2234443,2235443,0.281259425559409,0.850406504065041,Inf,FALSE
1,2234443,2239443,0.0743533791124406,0.850406504065041,Inf,FALSE
1,2234943,2235943,0,1,Inf,FALSE
1,2235019,2235019,1.00342859076255,0.850406504065041,Inf,FALSE
1,2235943,2236943,0,1,Inf,FALSE
1,2236359,2236359,0.492169951666864,0.850406504065041,Inf,FALSE
1,2236443,2237443,0,1,Inf,FALSE
1,2236943,2237943,0.0511009190052049,0.850406504065041,Inf,FALSE
1,2236943,2241943,0.193191424839951,0.850406504065041,Inf,FALSE
1,2236943,2246943,0,1,Inf,FALSE
1,2237020,2237020,0,1,Inf,FALSE
1,2237443,2238443,0.0903910553486257,0.850406504065041,Inf,FALSE
1,2238727,2238727,0.378529670396524,0.850406504065041,Inf,FALSE
1,2239443,2240443,1.19554862259441,0.850406504065041,Inf,FALSE
1,2239443,2244443,0,1,Inf,FALSE
1,2240074,2240074,0,1,Inf,FALSE
1,2241943,2246943,0,1,Inf,FALSE
1,2241943,2251943,0,1,Inf,FALSE
1,2244443,2249443,0,1,Inf,FALSE
1,2244943,2245943,0,1,Inf,FALSE
1,2245443,2246443,0,1,Inf,FALSE
1,2246193,2246193,0.832410608223566,0.850406504065041,Inf,FALSE
1,2246943,2251943,0,1,Inf,FALSE
1,2246943,2256943,0,1,Inf,FALSE
1,2249443,2254443,0.21524542816894,0.850406504065041,Inf,FALSE
1,2251943,2256943,0,1,Inf,FALSE
1,2251943,2261943,0,1,Inf,FALSE
1,2252443,2253443,0.0300138041595316,0.850406504065041,Inf,FALSE
1,2253327,2253327,0,1,Inf,FALSE
1,2253369,2253369,0,1,Inf,FALSE
1,2253443,2254443,0,1,Inf,FALSE
1,2253943,2254943,0,1,Inf,FALSE
1,2254443,2255443,0,1,Inf,FALSE
1,2254443,2259443,0,1,Inf,FALSE
1,2254500,2254500,0,1,Inf,FALSE
1,2254516,2254516,1.92624815999466,0.850406504065041,Inf,FALSE
1,2256011,2256011,0,1,Inf,FALSE
1,2256290,2256290,0,1,Inf,FALSE
1,2256460,2256460,0,1,Inf,FALSE
1,2256738,2256738,0.11773006100541,0.850406504065041,Inf,FALSE
1,2256943,2261943,0,1,Inf,FALSE
1,2256943,2266943,0,1,Inf,FALSE
1,2258943,2259943,0,1,Inf,FALSE
1,2259443,2260443,0,1,Inf,FALSE
1,2259443,2264443,0,1,Inf,FALSE
1,2259943,2260943,0,1,Inf,FALSE
1,2261943,2262943,0,1,Inf,FALSE
1,2261943,2266943,1.36623980610306,0.850406504065041,Inf,FALSE
1,2261943,2271943,1.21407887293219,0.850406504065041,Inf,FALSE
1,2261983,2261983,0.628467792640599,0.850406504065041,Inf,FALSE
1,2262443,2263443,0,1,Inf,FALSE
1,2264443,2269443,1.79075444266995,0.850406504065041,Inf,FALSE
1,2266231,2266231,0,1,Inf,FALSE
1,2266443,2267443,1.65600720140924,0.850406504065041,Inf,FALSE
1,2266943,2267943,0,1,Inf,FALSE
1,2266943,2271943,0.417092727205222,0.850406504065041,Inf,FALSE
1,2266943,2276943,0,1,Inf,FALSE
1,2267297,2267297,0,1,Inf,FALSE
1,2267392,2267392,0.295758885625023,0.850406504065041,Inf,FALSE
1,2269050,2269050,0,1,Inf,FALSE
1,2269443,2270443,0,1,Inf,FALSE
1,2269443,2274443,0,1,Inf,FALSE
1,2269881,2269881,0,1,Inf,FALSE
1,2271674,2271674,0,1,Inf,FALSE
1,2271943,2276943,0,1,Inf,FALSE
1,2271943,2281943,0,1,Inf,FALSE
1,2273591,2273591,0,1,Inf,FALSE
1,2273620,2273620,0,1,Inf,FALSE
1,2274443,2279443,0,1,Inf,FALSE
1,2276943,2281943,0.257484643164978,0.850406504065041,Inf,FALSE
1,2276943,2286943,0,1,Inf,FALSE
1,2277001,2277001,0,1,Inf,FALSE
1,2277827,2277827,0,1,Inf,FALSE
1,2278115,2278115,1.06448139288743,0.850406504065041,Inf,FALSE
1,2279434,2279434,0,1,Inf,FALSE
1,2279443,2284443,0,1,Inf,FALSE
1,2279832,2279832,0,1,Inf,FALSE
1,2279986,2279986,0,1,Inf,FALSE
1,2281943,2286943,0,1,Inf,FALSE
1,2281943,2291943,0,1,Inf,FALSE
1,2281978,2281978,0,1,Inf,FALSE
1,2282443,2283443,0,1,Inf,FALSE
1,2282680,2282680,0,1,Inf,FALSE
1,2282943,2283943,0,1,Inf,FALSE
1,2284443,2289443,0,1,Inf,FALSE
1,2284864,2284864,1.22099026080719,0.850406504065041,Inf,FALSE
1,2286943,2291943,0,1,Inf,FALSE
1,2286943,2296943,0,1,Inf,FALSE
1,2287943,2288943,0.526968570986818,0.850406504065041,Inf,FALSE
1,2289443,2294443,0,1,Inf,FALSE
1,2291943,2296943,0,1,Inf,FALSE
1,2291943,2301943,0.0999711990975326,0.850406504065041,Inf,FALSE
1,2292443,2293443,0,1,Inf,FALSE
1,2292653,2292653,1.23998750867865,0.850406504065041,Inf,FALSE
1,2294443,2299443,0,1,Inf,FALSE
1,2296943,2301943,0,1,Inf,FALSE
1,2296943,2306943,0.285532790200388,0.850406504065041,Inf,FALSE
1,2298943,2299943,0.276734387257746,0.850406504065041,Inf,FALSE
1,2299443,2300443,0.225827788938429,0.850406504065041,Inf,FALSE
1,2299443,2304443,0,1,Inf,FALSE
1,2300443,2301443,0,1,Inf,FALSE
1,2301212,2301212,0.480930531774523,0.850406504065041,Inf,FALSE
1,2301943,2302943,0.281043834769782,0.850406504065041,Inf,FALSE
1,2301943,2306943,0.526302009531145,0.850406504065041,Inf,FALSE
1,2301943,2311943,0,1,Inf,FALSE
1,2304000,2304000,0,1,Inf,FALSE
1,2304443,2309443,0,1,Inf,FALSE
1,2304943,2305943,0.803569944716708,0.850406504065041,Inf,FALSE
1,2305443,2306443,0.611582976557624,0.850406504065041,Inf,FALSE
1,2306152,2306152,0,1,Inf,FALSE
1,2306831,2306831,0,1,Inf,FALSE
1,2306943,2307943,0,1,Inf,FALSE
1,2306943,2311943,0,1,Inf,FALSE
1,2306943,2316943,0,1,Inf,FALSE
1,2307083,2307083,0.623038236535862,0.850406504065041,Inf,FALSE
1,2307443,2308443,0,1,Inf,FALSE
1,2307943,2308943,0,1,Inf,FALSE
1,2308517,2308517,0,1,Inf,FALSE
1,2309443,2314443,0,1,Inf,FALSE
1,2309943,2310943,0.100218668535989,0.850406504065041,Inf,FALSE
1,2310443,2311443,0.02419832484558,0.850406504065041,Inf,FALSE
1,2310943,2311943,0.0307450046494092,0.850406504065041,Inf,FALSE
1,2311393,2311393,0,1,Inf,FALSE
1,2311943,2316943,0,1,Inf,FALSE
1,2311943,2321943,0,1,Inf,FALSE
1,2312395,2312395,0,1,Inf,FALSE
1,2313443,2314443,0,1,Inf,FALSE
1,2314443,2319443,0,1,Inf,FALSE
1,2315438,2315438,0,1,Inf,FALSE
1,2315717,2315717,0.518123930633012,0.850406504065041,Inf,FALSE
1,2316943,2321943,0,1,Inf,FALSE
1,2316943,2326943,0,1,Inf,FALSE
1,2318709,2318709,0.181760225199459,0.850406504065041,Inf,FALSE
1,2321943,2326943,0,1,Inf,FALSE
1,2321943,2331943,0,1,Inf,FALSE
1,2324443,2329443,0,1,Inf,FALSE
1,2324943,2325943,0,1,Inf,FALSE
1,2325371,2325371,0,1,Inf,FALSE
1,2325760,2325760,0,1,Inf,FALSE
1,2326812,2326812,0,1,Inf,FALSE
1,2326943,2331943,0.402163604089219,0.850406504065041,Inf,FALSE
1,2326943,2336943,0,1,Inf,FALSE
1,2328443,2329443,0,1,Inf,FALSE
1,2329212,2329212,0.181178570761374,0.850406504065041,Inf,FALSE
1,2329413,2329413,0.804125339889772,0.850406504065041,Inf,FALSE
1,2329443,2334443,0,1,Inf,FALSE
1,2329808,2329808,0,1,Inf,FALSE
1,2331943,2336943,0,1,Inf,FALSE
1,2331943,2341943,0,1,Inf,FALSE
1,2334443,2339443,0,1,Inf,FALSE
1,2336943,2337943,0.266961798263381,0.850406504065041,Inf,FALSE
1,2336943,2341943,0.267958205215741,0.850406504065041,Inf,FALSE
1,2336943,2346943,0,1,Inf,FALSE
1,2339443,2344443,0,1,Inf,FALSE
1,2341443,2342443,0,1,Inf,FALSE
1,2341943,2346943,0,1,Inf,FALSE
1,2341943,2351943,0,1,Inf,FALSE
1,2344042,2344042,0,1,Inf,FALSE
1,2344443,2349443,0,1,Inf,FALSE
1,2345943,2346943,0.290678592243423,0.850406504065041,Inf,FALSE
1,2346443,2347443,0,1,Inf,FALSE
1,2346943,2347943,0,1,Inf,FALSE
1,2346943,2351943,0,1,Inf,FALSE
1,2346943,2356943,0,1,Inf,FALSE
1,2349443,2354443,0,1,Inf,FALSE
1,2349943,2350943,0,1,Inf,FALSE
1,2350912,2350912,0,1,Inf,FALSE
1,2351943,2356943,0,1,Inf,FALSE
1,2351943,2361943,0,1,Inf,FALSE
1,2352280,2352280,0,1,Inf,FALSE
1,2352943,2353943,0,1,Inf,FALSE
1,2353943,2354943,0,1,Inf,FALSE
1,2353972,2353972,0.981615338732353,0.850406504065041,Inf,FALSE
1,2354016,2354016,0.909030705407367,0.850406504065041,Inf,FALSE
1,2354443,2359443,0,1,Inf,FALSE
1,2355443,2356443,0,1,Inf,FALSE
1,2355563,2355563,0,1,Inf,FALSE
1,2356943,2361943,0,1,Inf,FALSE
1,2356943,2366943,0,1,Inf,FALSE
1,2357367,2357367,0,1,Inf,FALSE
1,2357810,2357810,0,1,Inf,FALSE
1,2358943,2359943,0,1,Inf,FALSE
1,2359443,2360443,0,1,Inf,FALSE
1,2359443,2364443,0,1,Inf,FALSE
1,2360656,2360656,0,1,Inf,FALSE
1,2361943,2366943,0,1,Inf,FALSE
1,2361943,2371943,0,1,Inf,FALSE
1,2362764,2362764,0,1,Inf,FALSE
1,2362943,2363943,0,1,Inf,FALSE
1,2363327,2363327,0,1,Inf,FALSE
1,2363443,2364443,0,1,Inf,FALSE
1,2363943,2364943,0,1,Inf,FALSE
1,2364443,2365443,0,1,Inf,FALSE
1,2364443,2369443,0,1,Inf,FALSE
1,2364943,2365943,0,1,Inf,FALSE
1,2365443,2366443,0,1,Inf,FALSE
1,2365943,2366943,0,1,Inf,FALSE
1,2366316,2366316,0,1,Inf,FALSE
1,2366943,2371943,0,1,Inf,FALSE
1,2366943,2376943,0,1,Inf,FALSE
1,2367943,2368943,0,1,Inf,FALSE
1,2368443,2369443,0,1,Inf,FALSE
1,2368943,2369943,0,1,Inf,FALSE
1,2369443,2374443,0,1,Inf,FALSE
1,2371443,2372443,0,1,Inf,FALSE
1,2371943,2376943,0,1,Inf,FALSE
1,2371943,2381943,0,1,Inf,FALSE
1,2372940,2372940,0,1,Inf,FALSE
1,2372943,2373943,0,1,Inf,FALSE
1,2373443,2374443,0,1,Inf,FALSE
1,2373987,2373987,1.65585076606817,0.850406504065041,Inf,FALSE
1,2374443,2379443,0.436391165890038,0.850406504065041,Inf,FALSE
1,2376943,2381943,0.383625975973682,0.850406504065041,Inf,FALSE
1,2376943,2386943,0.241020686045142,0.850406504065041,Inf,FALSE
1,2377443,2378443,0.511982369776091,0.850406504065041,Inf,FALSE
1,2379065,2379065,0,1,Inf,FALSE
1,2379443,2384443,0,1,Inf,FALSE
1,2381943,2386943,0,1,Inf,FALSE
1,2381943,2391943,0,1,Inf,FALSE
1,2384443,2389443,0,1,Inf,FALSE
1,2386943,2391943,0,1,Inf,FALSE
1,2386943,2396943,0,1,Inf,FALSE
1,2389443,2394443,0,1,Inf,FALSE
1,2391943,2392943,0.775206110999609,0.850406504065041,Inf,FALSE
1,2391943,2396943,0,1,Inf,FALSE
1,2391943,2401943,0,1,Inf,FALSE
1,2392943,2393943,0,1,Inf,FALSE
1,2393562,2393562,1.78349053007746,0.850406504065041,Inf,FALSE
1,2394074,2394074,0,1,Inf,FALSE
1,2394443,2399443,0,1,Inf,FALSE
1,2394943,2395943,0,1,Inf,FALSE
1,2396943,2397943,0,1,Inf,FALSE
1,2396943,2401943,0.402449044042727,0.850406504065041,Inf,FALSE
1,2396943,2406943,0,1,Inf,FALSE
1,2399443,2404443,0,1,Inf,FALSE
1,2399943,2400943,0,1,Inf,FALSE
1,2401943,2406943,0,1,Inf,FALSE
1,2401943,2411943,0,1,Inf,FALSE
1,2404443,2409443,0,1,Inf,FALSE
1,2405443,2406443,0,1,Inf,FALSE
1,2405943,2406943,0,1,Inf,FALSE
1,2406443,2407443,0,1,Inf,FALSE
1,2406943,2407943,0,1,Inf,FALSE
1,2406943,2411943,0,1,Inf,FALSE
1,2406943,2416943,0,1,Inf,FALSE
1,2408834,2408834,0.470722057120669,0.850406504065041,Inf,FALSE
1,2409276,2409276,0,1,Inf,FALSE
1,2409443,2414443,1.37745198232941,0.850406504065041,Inf,FALSE
1,2410443,2411443,1.84192551202549,0.850406504065041,Inf,FALSE
1,2410711,2410711,0,1,Inf,FALSE
1,2410943,2411943,0,1,Inf,FALSE
1,2411443,2412443,0,1,Inf,FALSE
1,2411943,2412943,0,1,Inf,FALSE
1,2411943,2416943,0,1,Inf,FALSE
1,2411943,2421943,0.302462557930104,0.850406504065041,Inf,FALSE
1,2414443,2419443,0.367900034808367,0.850406504065041,Inf,FALSE
1,2416943,2421943,0,1,Inf,FALSE
1,2416943,2426943,0,1,Inf,FALSE
1,2419443,2424443,0,1,Inf,FALSE
1,2421943,2426943,0,1,Inf,FALSE
1,2421943,2431943,0,1,Inf,FALSE
1,2422943,2423943,0,1,Inf,FALSE
1,2423443,2424443,0,1,Inf,FALSE
1,2423943,2424943,0,1,Inf,FALSE
1,2424319,2424319,0,1,Inf,FALSE
1,2424443,2425443,0,1,Inf,FALSE
1,2424443,2429443,0,1,Inf,FALSE
1,2424943,2425943,0.428179687946637,0.850406504065041,Inf,FALSE
1,2425048,2425048,0,1,Inf,FALSE
1,2426047,2426047,0,1,Inf,FALSE
1,2426943,2436943,0,1,Inf,FALSE
1,2431943,2436943,0,1,Inf,FALSE
1,2431943,2441943,0,1,Inf,FALSE
1,2433894,2433894,0,1,Inf,FALSE
1,2434443,2439443,0,1,Inf,FALSE
1,2436943,2437943,0,1,Inf,FALSE
1,2436943,2441943,0.0979117501639895,0.850406504065041,Inf,FALSE
1,2436943,2446943,0,1,Inf,FALSE
1,2437443,2438443,0,1,Inf,FALSE
1,2438167,2438167,0,1,Inf,FALSE
1,2438353,2438353,0.834351982348072,0.850406504065041,Inf,FALSE
1,2438653,2438653,0,1,Inf,FALSE
1,2438768,2438768,0,1,Inf,FALSE
1,2439443,2444443,0,1,Inf,FALSE
1,2440443,2441443,0.214800634185203,0.850406504065041,Inf,FALSE
1,2440943,2441943,0.252870581562062,0.850406504065041,Inf,FALSE
1,2441443,2442443,0,1,Inf,FALSE
1,2441943,2446943,0,1,Inf,FALSE
1,2441943,2451943,0,1,Inf,FALSE
1,2443443,2444443,0,1,Inf,FALSE
1,2443655,2443655,0,1,Inf,FALSE
1,2443943,2444943,0,1,Inf,FALSE
1,2444443,2449443,0.0536944529912151,0.850406504065041,Inf,FALSE
1,2444935,2444935,0.46748267903531,0.850406504065041,Inf,FALSE
1,2446943,2451943,0,1,Inf,FALSE
1,2446943,2456943,0,1,Inf,FALSE
1,2449443,2454443,0,1,Inf,FALSE
1,2450443,2451443,0,1,Inf,FALSE
1,2451443,2452443,0,1,Inf,FALSE
1,2451943,2456943,0,1,Inf,FALSE
1,2451943,2461943,0,1,Inf,FALSE
1,2452943,2453943,0,1,Inf,FALSE
1,2453443,2454443,0,1,Inf,FALSE
1,2453943,2454943,0,1,Inf,FALSE
1,2454443,2455443,0,1,Inf,FALSE
1,2454443,2459443,0,1,Inf,FALSE
1,2456943,2461943,0,1,Inf,FALSE
1,2456943,2466943,0,1,Inf,FALSE
1,2456954,2456954,0,1,Inf,FALSE
1,2458010,2458010,0,1,Inf,FALSE
1,2458943,2459943,0,1,Inf,FALSE
1,2459443,2460443,0,1,Inf,FALSE
1,2459443,2464443,0,1,Inf,FALSE
1,2461943,2466943,0.644019176633313,0.850406504065041,Inf,FALSE
1,2461943,2471943,0,1,Inf,FALSE
1,2464443,2469443,0,1,Inf,FALSE
1,2466943,2471943,0,1,Inf,FALSE
1,2466943,2476943,0,1,Inf,FALSE
1,2467764,2467764,0,1,Inf,FALSE
1,2467943,2468943,0,1,Inf,FALSE
1,2468943,2469943,0,1,Inf,FALSE
1,2469443,2470443,0,1,Inf,FALSE
1,2469443,2474443,0,1,Inf,FALSE
1,2470943,2471943,0.479114241593485,0.850406504065041,Inf,FALSE
1,2471443,2472443,0,1,Inf,FALSE
1,2471943,2476943,0,1,Inf,FALSE
1,2474225,2474225,0,1,Inf,FALSE
1,2474943,2475943,0,1,Inf,FALSE
1,2475443,2476443,0,1,Inf,FALSE
1,2476943,2486943,0,1,Inf,FALSE
1,2481943,2491943,0,1,Inf,FALSE
1,2482834,2482834,0.718141517049391,0.850406504065041,Inf,FALSE
1,2482943,2483943,0,1,Inf,FALSE
1,2483298,2483298,0.945516284395299,0.850406504065041,Inf,FALSE
1,2484443,2489443,0,1,Inf,FALSE
1,2486943,2491943,0,1,Inf,FALSE
1,2486943,2496943,0,1,Inf,FALSE
1,2488901,2488901,0,1,Inf,FALSE
1,2489443,2494443,0,1,Inf,FALSE
1,2491943,2496943,0,1,Inf,FALSE
1,2491943,2501943,0,1,Inf,FALSE
1,2492665,2492665,0,1,Inf,FALSE
1,2496943,2501943,0.179815070603112,0.850406504065041,Inf,FALSE
1,2496943,2506943,0.535711306661079,0.850406504065041,Inf,FALSE
1,2499443,2504443,0,1,Inf,FALSE
1,2501943,2506943,0.654604996367151,0.850406504065041,Inf,FALSE
1,2501943,2511943,0.412818072576993,0.850406504065041,Inf,FALSE
1,2504281,2504281,0,1,Inf,FALSE
1,2504443,2509443,0.524883745577039,0.850406504065041,Inf,FALSE
1,2504943,2505943,1.07593957566139,0.850406504065041,Inf,FALSE
1,2505443,2506443,0,1,Inf,FALSE
1,2505943,2506943,0,1,Inf,FALSE
1,2506861,2506861,0.544530256909933,0.850406504065041,Inf,FALSE
1,2506943,2511943,0,1,Inf,FALSE
1,2506943,2516943,0,1,Inf,FALSE
1,2510605,2510605,0,1,Inf,FALSE
1,2512456,2512456,0,1,Inf,FALSE
1,2521943,2531943,0,1,Inf,FALSE
1,2524443,2529443,0,1,Inf,FALSE
1,2526943,2536943,0,1,Inf,FALSE
1,2527943,2528943,0.184080341570596,0.850406504065041,Inf,FALSE
1,2529283,2529283,0,1,Inf,FALSE
1,2529443,2530443,0,1,Inf,FALSE
1,2529443,2534443,0,1,Inf,FALSE
1,2531943,2536943,0,1,Inf,FALSE
1,2531943,2541943,0,1,Inf,FALSE
1,2532443,2533443,0,1,Inf,FALSE
1,2532943,2533943,0,1,Inf,FALSE
1,2535496,2535496,0.858656315598777,0.850406504065041,Inf,FALSE
1,2536943,2546943,0,1,Inf,FALSE
1,2537072,2537072,0,1,Inf,FALSE
1,2541943,2551943,0,1,Inf,FALSE
1,2544443,2549443,0,1,Inf,FALSE
1,2546089,2546089,0,1,Inf,FALSE
1,2546593,2546593,0,1,Inf,FALSE
1,2546808,2546808,0.588758467154036,0.850406504065041,Inf,FALSE
1,2546943,2551943,0,1,Inf,FALSE
1,2546943,2556943,0,1,Inf,FALSE
1,2549443,2554443,0,1,Inf,FALSE
1,2550443,2551443,0,1,Inf,FALSE
1,2551943,2556943,0,1,Inf,FALSE
1,2553383,2553383,0,1,Inf,FALSE
1,2554010,2554010,0,1,Inf,FALSE
1,2554443,2559443,0.242601372238915,0.850406504065041,Inf,FALSE
1,2556987,2556987,0,1,Inf,FALSE
1,2561943,2571943,0.910106884702942,0.850406504065041,Inf,FALSE
1,2564443,2569443,0.555272644123953,0.850406504065041,Inf,FALSE
1,2566443,2567443,0,1,Inf,FALSE
1,2566943,2571943,0.722153566703491,0.850406504065041,Inf,FALSE
1,2567222,2567222,0,1,Inf,FALSE
1,2568360,2568360,1.65337487200742,0.850406504065041,Inf,FALSE
1,2571943,2581943,0.272533607416141,0.850406504065041,Inf,FALSE
1,2574443,2579443,0,1,Inf,FALSE
1,2576943,2586943,0.377891421501908,0.850406504065041,Inf,FALSE
1,2584510,2584510,0,1,Inf,FALSE
1,2611943,2621943,0,1,Inf,FALSE
